way_id,building,building:levels,height
551705992,residential,12,-
551708401,yes,1,-
551735062,house,-,4
551735063,yes,2,-
551735064,yes,2,-
551735065,yes,2,-
551735066,yes,2,-
551745090,yes,2,-
551745091,house,-,6
551745093,yes,2,8
551745102,yes,1,-
551745103,yes,1,-
551745104,yes,2,-
551745105,yes,2,-
551745106,yes,1,-
551745107,yes,2,-
551761470,yes,2,-
551761471,yes,1,-
551761472,yes,1,-
551761473,yes,2,-
551770550,yes,-,15
551770551,yes,-,15
551770552,yes,-,6
551770554,yes,2,-
551770555,yes,1,-
551770557,yes,3,-
551770558,yes,1,-
551770561,yes,1,-
551770562,yes,1,-
551770563,yes,1,-
551770565,yes,1,-
551987029,apartments,18,-
551998320,yes,4,-
551998321,yes,4,-
551998322,yes,4,-
551998323,yes,4,-
551998324,yes,4,-
551998325,yes,4,-
551998326,yes,4,-
551998327,yes,4,-
551998328,yes,4,-
551998329,yes,4,-
551998330,yes,4,-
551998331,yes,4,-
551999602,apartments,10,-
552412322,retail,2,-
552412323,house,2,-
552470089,yes,2,-
552489135,house,2,-
552489140,house,1,-
552489143,house,1,-
552489144,house,1,-
552489145,house,1,-
552489146,house,1,-
552489149,house,1,-
552489151,house,1,-
552489154,house,1,-
552489156,house,1,-
552489159,house,1,-
552489160,house,2,-
552489163,house,2,-
552489166,house,2,-
552489167,house,2,-
552489168,house,1,-
552489176,house,2,-
552685571,residential,4,-
552685572,yes,2,-
552685574,yes,2,-
552833363,yes,1,-
552833364,yes,1,-
552833365,yes,1,-
552833366,yes,1,-
552833367,yes,2,-
552833368,yes,1,-
552833369,yes,1,-
552833370,yes,2,-
552833371,yes,1,-
552833372,yes,1,-
552833373,yes,1,-
552833375,yes,2,-
552833376,yes,1,-
552833377,yes,2,-
552833386,yes,1,-
552833387,yes,1,-
552856517,yes,2,-
552856518,yes,2,-
552856519,yes,1,-
552856520,yes,2,-
552856521,yes,2,-
552856522,yes,2,-
552856527,yes,2,-
552856528,yes,2,-
552856530,yes,5,-
552856533,yes,2,-
552856535,yes,1,-
552856536,yes,1,-
552888493,yes,1,-
552888496,yes,1,-
552888498,yes,1,-
552888500,yes,1,-
552888502,yes,1,-
552888504,yes,1,-
552888509,yes,1,-
552888511,yes,2,-
552888513,yes,1,-
552888515,yes,1,-
552888518,yes,1,-
552888520,yes,1,-
552888527,yes,2,-
552888529,yes,1,-
552888532,yes,1,-
552888534,yes,1,-
552888537,yes,1,-
552888544,yes,2,-
552905326,yes,1,-
552905328,yes,1,-
552905331,yes,1,-
552905334,yes,1,-
552905337,yes,1,-
552905343,yes,2,-
552905346,yes,1,-
552905349,yes,2,-
552905354,yes,2,-
552905355,yes,1,-
552905357,yes,2,-
552905358,yes,2,-
552905359,yes,2,-
552905360,yes,1,-
552911369,yes,1,-
552911374,yes,1,-
552911376,yes,1,-
552911378,yes,2,-
552911380,yes,2,-
552911382,yes,1,-
552920380,residential,5,-
552920383,yes,2,-
552920385,yes,1,-
552920386,yes,2,-
552920388,yes,2,-
552920389,residential,2,-
552920390,yes,1,-
552920391,yes,2,-
552920392,yes,2,-
552920393,yes,1,-
552920394,yes,1,-
552937731,yes,1,-
552937732,yes,1,-
552937733,yes,1,-
552937734,yes,1,-
552937735,yes,2,-
552937736,yes,2,-
552937738,yes,1,-
552937739,yes,2,-
552937740,yes,2,-
552937741,yes,2,-
552937742,yes,2,-
552937743,yes,2,-
552937744,yes,2,-
552937745,yes,3,-
552937746,yes,2,-
552977181,yes,2,-
552977182,yes,1,-
552977183,yes,1,-
552977184,yes,1,-
552977185,yes,1,-
552977186,yes,1,-
552977188,yes,2,-
552977189,yes,2,-
552977190,yes,1,-
552977191,yes,1,-
552977192,yes,1,-
552977194,yes,2,-
552977195,yes,1,-
552977196,yes,1,-
552977197,apartments,20,-
552977198,yes,1,-
552977199,yes,1,-
552977200,yes,1,-
552977201,yes,1,-
552977202,yes,2,-
552977203,yes,1,-
552977204,yes,1,-
552977220,yes,1,-
552977221,yes,1,-
552977222,yes,1,-
552977224,yes,1,-
552977225,yes,1,-
552977226,yes,2,-
552977228,yes,1,-
552977229,yes,1,-
552977230,yes,2,-
552977231,yes,1,-
552977232,yes,1,-
552977233,yes,2,-
553109041,yes,2,-
553109042,yes,2,-
553109043,yes,1,-
553109045,yes,4,-
553109048,apartments,16,-
553109049,yes,2,-
553109050,yes,2,-
553109051,apartments,12,-
553109052,yes,2,-
553109053,yes,1,-
553109055,yes,1,-
553109056,yes,1,-
553109057,yes,1,-
553109058,yes,2,-
553109060,yes,1,-
553109061,yes,1,-
553109062,yes,1,-
553109063,yes,1,-
553109064,yes,2,-
553109065,yes,2,-
553109066,yes,2,-
553109067,yes,2,-
553109068,yes,1,-
553109071,yes,1,-
553109072,yes,1,-
553109073,house,1,-
553109074,yes,1,-
553109076,yes,1,-
553109080,yes,3,-
553116616,hospital,1,-
553116617,yes,1,-
553116618,yes,1,-
553116619,yes,1,-
553186959,yes,2,-
553186967,yes,1,-
553186968,yes,1,-
553186969,yes,1,-
553186970,yes,1,-
553186971,yes,2,-
553186972,yes,1,-
553186975,yes,2,-
553186976,yes,1,-
553186978,yes,2,-
553186981,yes,1,-
553186982,yes,1,-
553186985,house,2,-
553186989,yes,1,-
553197370,yes,2,-
553197372,yes,1,-
553332703,yes,1,-
553360764,yes,1,-
553360766,yes,1,-
553360767,yes,2,-
553360769,yes,2,-
553360770,yes,1,-
553360771,yes,1,-
553360773,yes,1,-
553377619,yes,2,-
553434794,yes,1,-
553434814,yes,1,-
553434823,yes,2,-
553434826,yes,1,-
553434829,yes,1,-
553434834,yes,1,-
553434838,yes,1,-
553434841,yes,2,-
553434842,yes,2,-
553434844,yes,2,-
553434845,yes,1,-
553434846,yes,1,-
553434847,yes,2,-
553434848,yes,2,-
553434850,yes,1,-
553622828,yes,3,-
553635392,yes,3,-
553635393,yes,3,-
553635394,yes,3,-
553635395,yes,3,-
553640500,residential,3,-
553640501,residential,3,-
553640504,residential,3,-
553640505,residential,3,-
553640506,residential,3,-
553640507,residential,3,-
553640508,residential,3,-
553640509,residential,3,-
553644413,apartments,7,-
553880725,residential,3,-
554054813,apartments,7,-
554086516,yes,1,-
554086518,residential,4,-
554086519,residential,4,-
554086521,residential,4,-
554086522,residential,4,-
554086524,residential,3,-
554086525,residential,3,-
554086526,residential,3,-
554086527,residential,3,-
554086529,residential,4,-
554135771,yes,1,-
554135773,apartments,4,-
554135775,apartments,4,-
554135778,apartments,4,-
554135784,yes,1,-
554135791,yes,1,-
554294941,yes,1,-
554294950,yes,1,-
554294951,yes,2,-
554294953,yes,1,-
554311513,yes,2,-
554311514,yes,2,-
554311519,yes,2,-
554311524,yes,1,-
554311527,yes,1,-
554311528,yes,1,-
554311529,yes,1,-
554311530,yes,1,-
554311531,yes,1,-
554311532,yes,2,-
554311533,yes,1,-
554311534,yes,1,-
554311535,yes,2,-
554311537,yes,1,-
554324983,yes,1,-
554324984,yes,2,-
554325931,residential,2,-
554667508,office,2,-
554712007,yes,1,-
554712008,yes,2,-
554712016,yes,1,-
554980918,residential,5,-
555599251,university,3,-
556805500,apartments,5,-
556805501,apartments,5,-
556805502,apartments,5,-
556805503,apartments,5,-
556805504,apartments,5,-
556805512,house,1,-
556805515,house,1,-
556805525,house,1,-
556805526,house,1,-
556805527,house,1,-
556805529,house,2,-
557120818,apartments,5,-
557120819,apartments,5,-
557120820,apartments,5,-
557120821,apartments,5,-
557120822,apartments,5,-
557120823,apartments,5,-
557120824,apartments,5,-
557120825,apartments,5,-
557120826,apartments,5,-
557120827,apartments,5,-
557120828,apartments,5,-
557120829,apartments,5,-
557124724,apartments,4,-
557124728,apartments,4,-
557124729,apartments,4,-
557829454,school,3,-
557829456,school,2,-
557829457,school,2,-
558126839,residential,3,-
558126921,residential,3,-
558127971,residential,3,-
558129335,residential,3,-
558131448,residential,3,-
558133455,residential,3,-
558134021,residential,3,-
558134022,commercial,2,-
558134468,residential,3,-
558134527,residential,3,-
558134607,residential,3,-
558134685,residential,3,-
558134998,residential,3,-
558135193,residential,3,-
558135439,residential,3,-
558135466,residential,3,-
558135512,residential,3,-
558135572,residential,3,-
558288716,office,6,-
558288719,apartments,11,-
558288721,apartments,11,-
558288722,apartments,11,-
558357966,residential,3,-
558358060,residential,3,-
558358218,residential,3,-
558359070,residential,3,-
558359819,residential,3,-
558359931,residential,3,-
558360489,residential,3,-
558361127,residential,3,-
558361773,residential,3,-
558363488,residential,3,-
558363763,residential,3,-
558364275,residential,3,-
558364490,residential,3,-
558364875,residential,3,-
558365147,residential,3,-
558372968,civic,1,-
558666217,apartments,4,-
558666218,apartments,4,-
558666219,apartments,4,-
558666220,apartments,4,-
558666221,apartments,4,-
558666222,apartments,4,-
558666223,apartments,4,-
558666224,apartments,4,-
558666225,apartments,4,-
558666226,apartments,4,-
558666227,apartments,4,-
558850517,office,3,-
558852196,apartments,4,-
559264424,house,1,-
559264425,house,1,-
559264426,house,2,-
559264427,house,1,-
559264429,house,2,-
559264430,house,2,-
559264431,house,2,-
559264432,house,2,-
559264433,house,2,-
559264434,house,2,-
559264435,house,2,-
559264436,house,2,-
559264437,school,1,-
559264443,house,1,-
559264444,house,1,-
559264445,house,1,-
559264446,house,1,-
559583461,apartments,4,-
559583462,apartments,4,-
559583463,apartments,4,-
559583464,apartments,4,-
559583465,apartments,4,-
559583467,apartments,4,-
559583468,apartments,4,-
559583469,apartments,4,-
559583470,apartments,4,-
559583471,apartments,4,-
559583472,apartments,4,-
559586674,apartments,4,-
559880855,apartments,4,-
559880856,apartments,4,-
559880857,apartments,4,-
559880858,apartments,4,-
559882051,apartments,4,-
559882052,apartments,4,-
559882054,apartments,4,-
559882055,apartments,4,-
559882056,apartments,4,-
559882057,apartments,4,-
559882058,apartments,4,-
559882059,apartments,4,-
559882060,apartments,4,-
559884111,apartments,4,-
559884112,apartments,4,-
559884113,apartments,4,-
559884114,apartments,4,-
559884115,apartments,4,-
559884116,apartments,4,-
559884118,apartments,4,-
559884119,apartments,4,-
559902368,apartments,4,-
559902370,apartments,4,-
559902372,apartments,4,-
559902374,apartments,4,-
559902378,apartments,4,-
559902380,apartments,4,-
559902382,apartments,4,-
559902385,apartments,4,-
559902387,apartments,4,-
559902390,apartments,4,-
559902395,apartments,4,-
559909809,apartments,4,-
559909810,apartments,4,-
559909811,apartments,4,-
560340754,apartments,4,-
560340755,apartments,4,-
560340756,apartments,4,-
560340757,apartments,4,-
560340758,apartments,4,-
560340759,apartments,4,-
560340760,apartments,4,-
560340761,apartments,4,-
560340763,apartments,4,-
560340764,apartments,4,-
560340765,apartments,4,-
560340766,apartments,4,-
560340767,apartments,4,-
560340768,apartments,4,-
560340769,apartments,4,-
560340770,apartments,4,-
560340772,apartments,4,-
560347010,apartments,4,-
560347011,apartments,4,-
560347012,apartments,4,-
560347013,apartments,4,-
560347016,apartments,4,-
560347017,apartments,4,-
560347018,apartments,4,-
560347019,apartments,4,-
560347020,apartments,4,-
560347021,apartments,4,-
560347024,apartments,4,-
560347025,apartments,4,-
560347026,apartments,4,-
562617613,apartments,11,-
565732704,house,1,-
565733303,house,1,-
565733768,house,2,-
566023134,house,1,-
566024932,house,1,-
566027222,house,1,-
566028364,house,2,-
566029236,house,1,-
566029388,house,1,-
566029500,house,1,-
566029899,house,1,-
566029978,house,1,-
566030035,house,1,-
566030300,house,1,-
566031936,house,1,-
566035630,house,1,-
566036014,house,1,-
566036551,house,1,-
566037022,house,2,-
566037236,house,2,-
566037295,house,2,-
566037981,house,1,-
566038472,house,1,-
566038603,house,1,-
566038668,house,1,-
566038967,house,1,-
566039000,house,2,-
566039722,house,2,-
566039760,house,2,-
566039998,house,1,-
566041490,house,1,-
566041535,house,1,-
566041618,house,1,-
566041727,house,1,-
566042265,house,1,-
566042930,house,2,-
566043091,house,2,-
566043151,house,1,-
566043396,house,1,-
566044209,house,2,-
566044454,house,1,-
566044534,house,2,-
566820719,apartments,20,-
566820720,apartments,20,-
566861784,house,2,-
566861787,house,1,-
566862014,house,2,-
566862275,house,1,-
566862835,house,1,-
566863140,house,1,-
566865712,apartments,3,-
566871302,house,2,-
566871526,house,2,-
567287366,apartments,5,-
567288994,apartments,5,-
567291428,apartments,5,-
567292122,apartments,5,-
567293103,apartments,5,-
567296440,apartments,5,-
567297187,apartments,5,-
567300179,apartments,5,-
567300980,apartments,5,-
567302800,apartments,5,-
567304053,apartments,5,-
567595293,apartments,9,-
567595297,apartments,6,-
567595298,hotel,5,-
567595301,apartments,27,-
567595303,apartments,4,-
567595304,apartments,12,-
567595305,apartments,17,-
567595307,school,2,-
567595312,school,2,-
567595313,apartments,6,-
567595314,apartments,7,-
567595316,apartments,20,-
567595317,apartments,14,-
567595318,apartments,12,-
567595319,apartments,9,-
567595320,apartments,12,-
567595321,apartments,10,-
567595322,hotel,8,-
567595323,apartments,7,-
567595324,apartments,15,-
567595325,apartments,13,-
567595326,yes,3,-
567595329,apartments,11,-
567595330,apartments,6,-
567595331,apartments,10,-
567595340,commercial,2,-
567595342,yes,10,-
567595344,school,2,-
567595347,apartments,14,-
567595348,apartments,22,-
567908215,apartments,4,-
567908216,apartments,4,-
568042643,apartments,15,-
568048660,house,1,-
568048732,house,1,-
568048976,house,1,-
568049051,house,1,-
568049291,house,1,-
568049510,house,1,-
568049680,house,1,-
568049911,house,1,-
568050090,house,1,-
568050353,house,1,-
568050452,house,1,-
568050599,house,1,-
568050698,house,1,-
568050737,house,1,-
568051003,house,1,-
568051175,house,1,-
568051429,house,1,-
568051566,house,1,-
568052688,house,1,-
568052821,house,1,-
568332319,apartments,4,-
568619861,cabin,1,-
568623177,house,1,-
568656548,apartments,6,-
568656675,apartments,6,-
568656851,apartments,6,-
568657096,apartments,6,-
568657290,apartments,6,-
568657773,apartments,6,-
568658137,apartments,6,-
568658785,apartments,6,-
568659859,apartments,6,-
568660181,apartments,6,-
568660693,apartments,6,-
568660887,apartments,6,-
568660932,apartments,6,-
568661550,apartments,6,-
569077646,house,2,-
569077647,house,2,-
569077648,house,2,-
569077649,house,2,-
569077651,house,2,-
569077655,house,2,-
569077656,house,2,-
569077657,house,2,-
569077658,house,1,-
569427675,office,2,-
569427676,commercial,2,-
569427678,retail,1,-
569427679,house,1,-
569427681,house,1,-
569427687,house,1,-
569427688,house,1,-
569427690,house,1,-
569427696,house,1,-
569427697,house,1,-
569471465,house,2,-
569471466,house,2,-
569471467,house,2,-
569471468,house,2,-
569471469,house,2,-
569471470,house,2,-
569471471,house,2,-
569471472,house,2,-
569471473,house,2,-
569471474,house,2,-
569471475,house,1,-
569471476,house,1,-
569471479,house,1,-
569471480,house,1,-
569471484,house,1,-
569471486,house,1,-
569471497,house,2,-
569471498,house,2,-
569471499,house,2,-
569471500,house,2,-
569471501,house,2,-
569471504,house,2,-
569471507,house,1,-
569471509,house,2,-
569471511,house,1,-
569471532,house,1,-
569471539,school,1,-
569471540,house,1,-
569471541,house,1,-
569471543,house,1,-
569471546,house,2,-
569774124,house,2,-
569774125,roof,1,-
569774126,roof,1,-
569774127,civic,4,-
569774128,civic,2,-
569774129,house,1,-
569774130,house,1,-
569774131,house,2,-
569774132,house,1,-
569774133,house,1,-
569774134,house,1,-
569774135,house,1,-
569774136,house,2,-
569774137,house,1,-
569774138,house,1,-
569774139,house,2,-
569774140,house,2,-
569774141,house,1,-
569774142,house,2,-
569774143,house,1,-
569774144,house,2,-
569774145,house,1,-
569774147,house,2,-
569774148,house,1,-
569774149,house,2,-
569774152,house,1,-
569774153,house,2,-
569774154,house,1,-
569774155,house,2,-
569774156,house,2,-
569774157,house,1,-
569774158,house,2,-
569774159,house,2,-
569774160,house,2,-
569774162,house,2,-
569774163,yes,1,-
569774164,house,1,-
569774165,house,2,-
569774166,house,2,-
569774167,house,1,-
569774168,house,1,-
569774169,house,1,-
569774170,house,1,-
569774171,house,1,-
569774172,house,1,-
569774173,house,2,-
569774174,house,2,-
569774175,house,1,-
569774176,house,2,-
570809560,house,2,-
570809562,house,2,-
570809563,house,2,-
570809564,house,2,-
570809565,house,2,-
570809568,house,1,-
570809569,house,2,-
570809570,house,2,-
570809571,house,2,-
570809572,house,2,-
570809573,house,2,-
570809574,house,2,-
570809575,house,1,-
570809576,apartments,4,-
570809577,house,2,-
570810342,house,-,7.5
571156304,hospital,2,-
571156305,house,2,-
571156306,house,2,-
571156309,house,2,-
571156312,retail,2,-
571156313,apartments,7,-
571156314,apartments,6,-
571156315,yes,2,-
571156316,yes,2,-
571156317,yes,2,-
571156318,yes,2,-
571156319,yes,2,-
571156320,yes,2,-
571156321,yes,2,-
571156322,house,2,-
571156323,apartments,8,-
571156324,yes,2,-
571156325,house,2,-
571156326,yes,3,-
571728236,yes,1,-
571731530,yes,1,-
571823174,house,1,-
571823360,house,1,-
571823593,house,1,-
572172010,house,2,-
572172011,house,2,-
572172012,house,2,-
572172013,house,2,-
572172014,house,2,-
572172015,house,2,-
572172016,house,2,-
572172017,house,2,-
572172018,house,2,-
572172019,house,2,-
572172020,house,2,-
572172021,house,2,-
572172022,house,2,-
572172023,house,2,-
572172024,house,2,-
572172025,yes,1,-
572172026,yes,1,-
572172027,yes,2,-
572172028,house,2,-
572172029,house,1,-
572172030,house,1,-
572172031,roof,1,-
572172032,house,1,-
572172035,house,1,-
572172037,house,1,-
572172039,house,1,-
572172040,house,2,-
572172041,house,2,-
572172042,school,1,-
572172043,school,2,-
572172045,school,2,-
572172047,house,2,-
572172048,house,2,-
572172049,house,1,-
572172050,house,2,-
572172051,house,2,-
572172052,house,2,-
572172053,house,1,-
572172054,house,1,-
572172055,house,1,-
572172056,house,2,-
572172057,house,2,-
572172058,house,1,-
572172061,house,2,-
572172064,house,1,-
572172068,yes,1,-
572172072,house,2,-
572172076,yes,2,-
572172077,yes,2,-
572172078,yes,2,-
572172079,house,1,-
572172081,house,2,-
572172082,house,1,-
572172084,house,2,-
572172085,house,2,-
572172086,house,2,-
572172089,house,1,-
572172090,house,1,-
572172091,school,2,-
572192460,apartments,20,-
572192462,apartments,16,-
572192468,apartments,20,-
572749376,house,1,-
572914743,apartments,8,-
572916192,yes,5,-
573278275,apartments,8,-
573278276,apartments,8,-
573278278,apartments,8,-
573278280,apartments,8,-
573640540,house,2,-
573782063,yes,1,-
573782070,apartments,7,-
573782071,apartments,8,-
573793064,school,1,-
573793065,school,2,-
573793066,school,2,-
573793067,school,2,-
574238107,apartments,13,-
574238108,apartments,5,-
574238109,apartments,7,-
574238110,apartments,7,-
574238112,yes,4,-
574238113,apartments,16,-
574238114,yes,3,-
574238115,house,2,-
574238116,house,3,-
574238117,apartments,6,-
574238119,apartments,3,-
574238120,yes,3,-
574238123,yes,1,-
574238124,apartments,4,-
574238125,apartments,8,-
574238126,apartments,4,-
574238127,apartments,15,-
574238128,apartments,14,-
574238131,apartments,4,-
574238132,apartments,4,-
574636751,school,2,-
574636753,school,1,-
574636754,house,2,-
574636755,house,1,-
574636756,house,1,-
574636758,house,1,-
574636759,house,1,-
574636760,house,2,-
574636761,house,1,-
574636763,house,1,-
574636764,house,1,-
574636765,house,1,-
574636766,house,1,-
574636767,house,1,-
574636768,house,2,-
574636769,house,3,-
574636770,house,2,-
574636777,yes,1,-
574636778,yes,2,-
574636779,yes,1,-
574636780,house,1,-
574636786,school,2,-
574636787,school,1,-
574636788,school,2,-
574636789,school,3,-
574646699,house,2,-
574646701,house,3,-
574646702,apartments,4,-
574646703,apartments,5,-
574646704,house,2,-
574646706,house,1,-
574646707,house,1,-
574646708,house,2,-
574646709,house,2,-
574646710,house,2,-
574646711,house,2,-
574646712,house,2,-
574646713,house,2,-
574646723,apartments,17,-
577285622,house,3,-
577285623,house,2,-
577285624,house,2,-
577285625,house,2,-
577285626,house,3,-
577285627,house,1,-
577285628,university,2,-
577285631,house,2,-
577285632,house,2,-
577285633,house,1,-
577285634,house,2,-
577285635,house,2,-
577285636,house,2,-
577285637,house,2,-
577285638,house,2,-
577285639,house,1,-
577285640,yes,1,-
577285641,house,2,-
577622765,house,1,-
577622768,house,2,-
577622771,house,2,-
577622774,house,2,-
577622777,house,2,-
577622780,house,1,-
577622783,house,2,-
577622786,house,1,-
577622789,house,1,-
577622792,house,2,-
577622795,house,1,-
577622798,house,1,-
577622801,house,2,-
577622804,house,1,-
577622807,house,1,-
577622809,house,1,-
577622812,house,1,-
577622815,house,1,-
577622818,house,1,-
577622821,house,1,-
577622825,house,1,-
577622828,house,1,-
577622831,house,3,-
577622834,house,1,-
577622837,house,2,-
577622840,house,1,-
577622843,house,1,-
577622846,house,3,-
577622848,house,1,-
577622851,house,2,-
577622854,house,1,-
577622857,house,1,-
577622860,house,1,-
577622863,house,1,-
577622866,house,1,-
577622869,house,1,-
577622872,house,3,-
577622875,house,2,-
577622878,house,1,-
577622881,house,2,-
577622884,house,1,-
577622887,house,1,-
577634008,house,1,-
577634014,house,1,-
577634018,house,1,-
577634021,house,1,-
577634023,house,1,-
577634026,house,2,-
577634029,house,2,-
577634032,house,1,-
577634036,house,2,-
577634040,house,2,-
577634043,house,2,-
577634047,house,2,-
577634050,house,1,-
577634053,house,1,-
577634057,house,1,-
577634060,house,1,-
577634065,house,1,-
577634073,house,2,-
577634078,house,2,-
577634084,house,2,-
577634091,house,1,-
577634096,house,2,-
577634100,house,2,-
577634103,house,2,-
577634107,house,1,-
577634110,house,1,-
577634113,house,1,-
577634116,house,1,-
577634118,house,2,-
577634121,house,1,-
577634124,house,1,-
577634128,house,1,-
577634131,house,1,-
577634134,house,1,-
577634138,house,1,-
577634141,house,1,-
577634144,house,1,-
577634147,house,1,-
577634151,house,1,-
577634154,house,1,-
577634157,house,1,-
578542052,apartments,4,-
578542053,apartments,4,-
578542054,apartments,4,-
578542055,apartments,4,-
578542056,apartments,4,-
578542057,apartments,4,-
578542058,apartments,4,-
578542059,apartments,4,-
578542060,apartments,4,-
578542061,apartments,4,-
578542062,apartments,4,-
578542063,apartments,4,-
578542064,apartments,4,-
578542065,apartments,4,-
578542066,apartments,4,-
578542067,apartments,4,-
578542068,apartments,4,-
578542069,apartments,4,-
578542070,apartments,4,-
578542071,apartments,4,-
578542072,apartments,4,-
578542073,apartments,4,-
578542074,apartments,4,-
578542075,apartments,4,-
578542076,apartments,4,-
578542077,apartments,4,-
578542078,apartments,4,-
578542079,apartments,4,-
578542080,apartments,4,-
578542081,apartments,4,-
578542082,apartments,4,-
578542083,apartments,4,-
578542084,apartments,4,-
578542085,apartments,4,-
578542086,apartments,4,-
578542087,apartments,4,-
578676747,apartments,4,-
579749452,apartments,5,-
579749453,apartments,5,-
579749454,apartments,5,-
579749455,apartments,5,-
579749456,apartments,5,-
579749457,apartments,5,-
579749469,apartments,14,-
580221467,apartments,3,-
580221468,apartments,3,-
580221474,apartments,5,-
580221475,apartments,5,-
580221590,apartments,4,-
580221594,house,2,-
580246166,house,2,-
580246182,house,2,-
580246183,house,2,-
580246184,house,1,-
580246188,house,1,-
580246189,house,1,-
580246190,house,1,-
580246191,house,2,-
580246192,house,2,-
580246193,house,2,-
580246194,house,2,-
580246195,house,2,-
580246196,house,1,-
580246197,house,1,-
580246199,house,2,-
580246200,house,1,-
580246202,house,1,-
580246203,house,2,-
580246204,house,1,-
580246205,house,1,-
580246207,house,2,-
580246209,house,2,-
580246210,house,1,-
580246211,house,1,-
580246212,house,1,-
580246213,house,2,-
580246219,house,1,-
580246222,house,2,-
580246223,house,2,-
580246224,house,1,-
580246227,house,1,-
580246233,house,1,-
580246234,house,2,-
580246237,house,2,-
580246238,house,2,-
580246240,house,2,-
580246248,house,2,-
580246249,house,1,-
580246251,house,1,-
580246252,house,1,-
580246254,house,1,-
580246255,house,2,-
580246256,industrial,3,-
580246266,house,2,-
580246270,retail,2,-
580246274,house,2,-
580246279,yes,1,-
580246280,yes,1,-
580246281,yes,1,-
580246282,yes,2,-
580246293,house,1,-
580246294,house,1,-
580246296,house,2,-
580246298,house,2,-
580246299,house,2,-
580246303,house,1,-
580246320,house,1,-
580246321,house,1,-
580246330,house,1,-
580248373,retail,1,-
580248377,house,1,-
580248380,house,1,-
580248381,house,1,-
580248382,house,1,-
580248390,house,1,-
580248391,house,2,-
580248392,house,2,-
580248394,house,2,-
580248395,house,2,-
580248396,house,2,-
580248403,house,1,-
580248404,house,2,-
580248406,house,1,-
580248407,house,2,-
580248410,house,2,-
580248414,house,1,-
580248415,house,1,-
580248419,house,2,-
580248420,house,1,-
580248421,house,2,-
580248422,house,1,-
580248425,house,2,-
580248429,house,1,-
580248452,house,2,-
580248454,house,1,-
580248456,house,1,-
580248458,house,1,-
580248462,house,1,-
580248471,house,2,-
580248473,house,2,-
580248521,house,1,-
580248524,house,1,-
580248526,house,1,-
580248528,house,1,-
580248541,house,1,-
580248551,house,2,-
580248553,house,2,-
580248555,house,2,-
580248557,house,2,-
580248559,house,2,-
580248570,house,2,-
580248583,house,2,-
580248585,house,2,-
580248587,house,2,-
580248589,house,2,-
580248591,house,2,-
580248594,house,2,-
580250997,house,2,-
580250998,house,2,-
580250999,house,2,-
580251000,house,2,-
580251001,house,2,-
580251002,house,2,-
580251003,house,2,-
580251004,house,2,-
580251005,house,2,-
580251006,house,2,-
580251007,house,2,-
580251008,house,2,-
580251009,house,2,-
580251010,house,2,-
580251011,house,2,-
580251012,house,2,-
580251013,house,2,-
580251014,house,2,-
580251015,house,2,-
580251016,house,2,-
580251017,house,2,-
580251018,house,2,-
580251019,house,2,-
580251020,house,3,-
580251021,house,2,-
580251022,house,2,-
580251023,house,2,-
580251024,house,2,-
580251025,house,2,-
580251026,house,2,-
580251027,house,2,-
580251028,house,2,-
580251029,house,2,-
580251030,house,2,-
580251031,house,2,-
580251032,house,2,-
580251033,house,2,-
580251034,house,2,-
580251035,house,2,-
580251036,house,2,-
580251037,house,2,-
580251038,house,2,-
580251039,house,2,-
580251040,house,2,-
580251041,house,2,-
580251042,house,2,-
580251043,house,2,-
580251044,house,2,-
580251045,house,2,-
580251046,house,2,-
580251050,school,2,-
580251051,school,2,-
580251054,apartments,4,-
580251055,apartments,4,-
580251056,apartments,4,-
580251057,apartments,4,-
580251058,apartments,4,-
580251059,apartments,4,-
580251060,apartments,4,-
580251061,apartments,4,-
580251062,apartments,3,-
580251063,apartments,3,-
580251064,apartments,3,-
580251065,apartments,3,-
580251066,apartments,3,-
580251067,apartments,3,-
580251068,apartments,3,-
580251069,apartments,3,-
580251070,apartments,4,-
580251071,apartments,4,-
580251072,apartments,4,-
580251073,apartments,3,-
580251074,apartments,3,-
580251075,apartments,3,-
580251076,apartments,3,-
580251077,apartments,3,-
580251078,apartments,3,-
580251079,apartments,3,-
580251080,apartments,3,-
580251082,yes,1,-
580251088,apartments,4,-
580251089,apartments,4,-
580251090,apartments,4,-
580251091,apartments,4,-
580251092,apartments,4,-
580251093,apartments,4,-
580251094,apartments,4,-
580251095,apartments,4,-
580251096,apartments,4,-
580251097,apartments,4,-
580251098,apartments,4,-
580251099,apartments,4,-
580251100,apartments,4,-
580251101,apartments,4,-
580251102,apartments,4,-
580251103,apartments,4,-
580251104,apartments,4,-
580251105,apartments,4,-
580251106,apartments,4,-
580252014,house,1,-
580252018,house,2,-
580252021,house,1,-
580252022,house,1,-
580252023,house,1,-
580252024,house,2,-
580258677,apartments,3,-
580258678,apartments,3,-
580258679,apartments,3,-
580258680,apartments,3,-
580258681,apartments,3,-
580258682,apartments,3,-
580258683,apartments,3,-
580258684,apartments,3,-
580258685,apartments,3,-
580258686,apartments,3,-
580258687,apartments,3,-
580258688,apartments,3,-
580264768,house,1,-
580264769,house,2,-
580264770,house,1,-
580264771,house,2,-
580264772,house,2,-
580264773,house,2,-
580264774,house,1,-
580264775,house,1,-
580264776,house,2,-
580264777,house,1,-
580289220,apartments,4,-
