way_id,building,building:levels,height
808207120,house,2,-
808207121,house,2,-
808207122,house,2,-
808207123,house,2,-
808207124,house,2,-
808207125,house,2,-
808207126,house,2,-
808207127,house,2,-
808207128,house,2,-
808207129,house,2,-
808207130,house,2,-
808207131,house,2,-
808207132,house,2,-
808575474,yes,1,-
808575506,yes,2,-
808575523,apartments,3,-
808575524,apartments,3,-
808575525,apartments,3,-
808575526,apartments,3,-
808575527,apartments,3,-
808575528,apartments,3,-
808575529,apartments,3,-
808575530,apartments,3,-
808575531,apartments,3,-
808575532,apartments,3,-
808575533,apartments,3,-
808575534,apartments,3,-
808575535,apartments,3,-
808575545,apartments,3,-
808575546,apartments,3,-
808575547,apartments,3,-
808575548,apartments,3,-
808575549,apartments,3,-
808575550,apartments,3,-
808575551,apartments,3,-
808575552,apartments,3,-
808575553,apartments,3,-
808575554,apartments,3,-
808575555,apartments,4,-
808575556,apartments,4,-
808575557,apartments,4,-
808575558,apartments,4,-
808575559,apartments,4,-
808575560,apartments,4,-
808575561,apartments,4,-
808575562,apartments,4,-
808575563,apartments,4,-
808575564,apartments,4,-
808575565,apartments,4,-
808575566,apartments,4,-
808575567,apartments,4,-
808575568,apartments,4,-
808575569,apartments,4,-
808575570,apartments,4,-
808575571,apartments,4,-
808575572,apartments,4,-
808575573,apartments,4,-
808575574,apartments,4,-
808860118,apartments,3,-
808860119,apartments,3,-
808860120,apartments,3,-
808860121,apartments,3,-
808860122,apartments,3,-
808860123,apartments,3,-
808860124,apartments,3,-
808860125,apartments,3,-
808860126,apartments,3,-
808860127,apartments,3,-
808860128,apartments,3,-
808860129,apartments,3,-
809319643,yes,1,-
809319650,apartments,3,-
809319651,apartments,3,-
809319652,apartments,3,-
809319653,apartments,3,-
809319654,apartments,3,-
809319655,apartments,3,-
809319656,apartments,3,-
809319657,apartments,3,-
809319658,apartments,3,-
809319659,apartments,3,-
809319660,apartments,3,-
809319661,apartments,3,-
809319662,apartments,3,-
809319663,apartments,3,-
809319664,apartments,3,-
809319665,apartments,3,-
809319666,apartments,3,-
809319667,yes,1,-
809319670,apartments,3,-
809319671,apartments,3,-
809319672,apartments,3,-
809319673,apartments,3,-
809319674,apartments,3,-
809319675,apartments,3,-
809319676,apartments,3,-
809809797,house,2,-
809809798,house,2,-
809809799,house,2,-
809809800,house,2,-
809809801,house,2,-
809809802,house,2,-
809809803,house,2,-
809809804,house,2,-
809809805,house,2,-
809809806,house,2,-
809809807,house,2,-
809809808,house,2,-
809809809,house,2,-
809809810,house,2,-
809809811,house,2,-
809809812,house,2,-
809809813,house,2,-
809809814,house,2,-
809809815,house,2,-
809809816,house,2,-
809809817,house,2,-
809809818,house,2,-
809809819,house,2,-
809809820,house,2,-
809809821,house,2,-
809809822,house,2,-
809809823,house,2,-
809809824,house,2,-
809809825,house,2,-
809809826,house,2,-
809809827,house,2,-
809809828,house,2,-
809809829,house,2,-
809809830,house,2,-
809809831,house,2,-
809809832,house,2,-
809809833,house,2,-
809809834,house,2,-
809809835,house,2,-
809809836,house,2,-
809809837,house,2,-
809809838,house,2,-
809809839,house,2,-
809809840,house,2,-
809809841,house,2,-
809809842,house,2,-
809809843,house,2,-
809809844,house,2,-
809809845,house,2,-
809809846,house,2,-
809809847,house,2,-
809809848,house,2,-
809809849,house,2,-
809809850,house,2,-
809809851,house,2,-
809809852,house,2,-
809809853,house,2,-
809809854,house,2,-
809809855,house,2,-
809809856,house,2,-
809809857,house,2,-
809809858,house,2,-
809809859,house,2,-
809809860,house,2,-
809809861,house,2,-
809809862,house,2,-
809809870,house,2,-
809809871,house,2,-
809809872,house,2,-
809809873,house,2,-
809809874,house,2,-
809809875,house,2,-
809809876,house,2,-
809809877,house,2,-
809809878,house,2,-
809809879,house,2,-
809809880,house,2,-
809809881,house,2,-
809809882,house,2,-
809809883,house,2,-
809809884,house,2,-
809809885,house,2,-
809809886,house,2,-
809809887,house,2,-
809809888,house,2,-
809809889,house,2,-
809809890,house,2,-
809809891,house,2,-
809809892,house,2,-
809809893,house,2,-
809809894,house,2,-
809809895,house,2,-
809809896,house,2,-
809809897,house,2,-
809809898,house,2,-
809809899,house,2,-
809809900,house,2,-
809809901,house,2,-
809809902,house,2,-
809809903,house,2,-
809809904,house,2,-
809809905,house,2,-
809809906,house,2,-
809809907,house,2,-
809809908,house,2,-
809809909,house,2,-
809809910,house,2,-
809809911,house,2,-
809809912,house,2,-
809809913,house,2,-
809809914,house,2,-
809809915,house,2,-
809809916,house,2,-
809809917,house,2,-
809809918,house,2,-
809809919,house,2,-
809809920,house,2,-
809809921,house,2,-
809809922,house,2,-
809809923,house,2,-
809809924,house,2,-
809809925,house,2,-
809809926,house,2,-
809809927,house,2,-
809809928,house,2,-
809809929,house,2,-
809809930,house,2,-
809809931,house,2,-
809809932,house,2,-
809809933,house,2,-
809809934,house,2,-
809809935,house,2,-
809809936,house,2,-
809809937,house,2,-
809809938,house,2,-
809809939,house,2,-
809809940,house,2,-
809809941,house,2,-
809809942,house,2,-
809809943,house,2,-
809809944,house,2,-
809809945,house,2,-
809809946,house,2,-
809809947,house,2,-
809809948,house,2,-
809809949,house,2,-
809809950,house,2,-
809809951,house,2,-
809809952,house,2,-
809809953,house,2,-
809809954,house,2,-
809809955,house,2,-
809809956,house,2,-
809809957,house,2,-
809809958,house,2,-
809809959,house,2,-
809809960,house,2,-
809809961,house,2,-
809809962,house,2,-
809809963,house,2,-
809809964,house,2,-
809809965,house,2,-
809809966,house,2,-
809809967,house,2,-
809809968,house,2,-
809809969,house,2,-
809809970,house,2,-
809809971,house,2,-
809809972,house,2,-
809809973,house,2,-
809809974,house,2,-
809809975,house,2,-
809809976,house,2,-
809809977,house,2,-
809809978,house,2,-
809809979,house,2,-
809809980,house,2,-
809809981,house,2,-
809809982,house,2,-
809809983,house,2,-
809809984,house,2,-
809809985,house,2,-
809809986,house,2,-
809809987,house,2,-
809809988,house,2,-
809809989,house,2,-
809809990,house,2,-
809809991,house,2,-
809809992,house,2,-
809809993,house,2,-
809809994,house,2,-
809809995,house,2,-
809809996,house,2,-
809809997,house,2,-
809809998,house,2,-
809809999,house,2,-
809810000,house,2,-
809810001,house,2,-
809810002,house,2,-
809810003,house,2,-
809810004,house,2,-
809810005,house,2,-
809810006,house,2,-
809810007,house,2,-
809810008,house,2,-
809810009,house,2,-
809810010,house,2,-
809810011,house,2,-
809810012,house,2,-
809810013,house,2,-
809810014,house,2,-
809810015,house,2,-
809810016,house,2,-
809810017,house,2,-
809810018,house,2,-
809810019,house,2,-
809810020,house,2,-
809810021,house,2,-
809810022,house,2,-
809810023,house,2,-
809810024,house,2,-
809810025,house,2,-
809810026,house,2,-
809810027,house,2,-
809810028,house,2,-
809810029,house,2,-
809810030,house,2,-
809810031,house,2,-
809810032,house,2,-
809810033,house,2,-
809810034,house,2,-
809810035,house,2,-
809810036,house,2,-
809810037,house,2,-
809810038,house,2,-
809810039,house,2,-
809810040,house,2,-
809810041,house,2,-
809810042,house,2,-
809810043,house,2,-
809810044,house,2,-
809810045,house,2,-
809810046,house,2,-
809810047,house,2,-
809810048,house,2,-
809810049,house,2,-
809810050,house,2,-
809810051,house,2,-
809810052,house,2,-
809810053,house,2,-
809810054,house,2,-
809810055,house,2,-
809810056,house,2,-
809810057,house,2,-
809810058,house,2,-
809810059,house,2,-
809810060,house,2,-
809810061,house,2,-
809810062,house,2,-
809810063,house,2,-
809810064,house,2,-
809810065,house,2,-
809810066,house,2,-
809810067,house,2,-
809810068,house,2,-
809810069,house,2,-
809810070,house,2,-
809810071,house,2,-
809810072,house,2,-
809810073,house,2,-
809810074,house,2,-
809810075,house,2,-
809810076,house,2,-
809810077,house,2,-
809810078,house,2,-
809810079,house,2,-
809810080,house,2,-
809810081,house,2,-
809810082,house,2,-
809810083,house,2,-
809810084,house,2,-
809810085,house,2,-
809810086,house,2,-
809810087,house,2,-
809810088,house,2,-
809810089,house,2,-
809810090,house,2,-
809810091,house,2,-
809810092,house,2,-
809810093,house,2,-
809810094,house,2,-
809810095,house,2,-
809810096,house,2,-
809810097,house,2,-
809810098,house,2,-
809810103,house,2,-
809810104,house,2,-
809810105,house,2,-
809810106,house,2,-
809810107,house,2,-
809810108,house,2,-
809810109,house,2,-
809810110,house,2,-
809810111,house,2,-
809810112,house,2,-
809810113,house,2,-
809810114,house,2,-
809810115,house,2,-
809810116,house,2,-
809810117,house,2,-
809810118,house,2,-
809810119,house,2,-
809810120,house,2,-
809810121,house,2,-
809810122,house,2,-
809810123,house,2,-
809810124,house,2,-
809810125,house,2,-
809810126,house,2,-
809810127,house,2,-
809810128,house,2,-
809810129,house,2,-
809810130,house,2,-
809810131,house,2,-
809810132,house,2,-
809810133,house,2,-
809810134,house,2,-
809810135,house,2,-
809810136,house,2,-
809810137,house,2,-
809810138,house,2,-
809810139,house,2,-
809810140,house,2,-
809810141,house,2,-
809810142,house,2,-
809810143,house,2,-
809810144,house,2,-
809810145,house,2,-
809810146,house,2,-
809810147,house,2,-
809810148,house,2,-
809810156,yes,1,-
809810157,yes,1,-
809810158,apartments,5,-
809810159,apartments,5,-
809810160,apartments,5,-
809810161,apartments,5,-
809810162,apartments,5,-
809810163,apartments,5,-
809810164,apartments,5,-
809810165,apartments,5,-
809810166,apartments,5,-
809810167,apartments,5,-
809861950,apartments,4,-
809861951,apartments,4,-
809861952,apartments,4,-
809861953,apartments,4,-
809861954,apartments,4,-
809861955,apartments,4,-
809861956,apartments,4,-
809861957,apartments,4,-
809861958,apartments,4,-
809861959,apartments,4,-
809861960,apartments,4,-
810018763,yes,1,-
810776827,apartments,6,-
810776828,apartments,7,-
810776829,apartments,7,-
810776830,apartments,6,-
810776831,apartments,6,-
813303886,apartments,3,-
813303887,apartments,3,-
813303888,apartments,3,-
813303889,apartments,3,-
813303890,apartments,3,-
813303891,apartments,3,-
813303892,apartments,3,-
813303893,apartments,3,-
813303894,apartments,3,-
813303895,apartments,3,-
813303896,apartments,3,-
813303897,apartments,3,-
813303898,apartments,3,-
813303899,apartments,3,-
813303900,apartments,3,-
813303901,apartments,3,-
813303902,apartments,3,-
813303903,apartments,3,-
813303904,apartments,3,-
813303905,apartments,3,-
813303907,apartments,3,-
813303908,apartments,3,-
813303909,apartments,3,-
813303910,apartments,3,-
813303911,apartments,3,-
813303912,apartments,3,-
813303913,apartments,3,-
813303914,apartments,3,-
813303915,apartments,3,-
813303916,apartments,3,-
813303917,apartments,3,-
813303918,apartments,3,-
813303919,apartments,3,-
813303920,apartments,3,-
813303921,apartments,3,-
813303922,apartments,3,-
813303923,apartments,3,-
813303924,apartments,3,-
813303925,apartments,3,-
813303926,apartments,3,-
813515613,apartments,3,-
813515614,apartments,3,-
813515615,apartments,3,-
813515616,apartments,3,-
813515617,apartments,3,-
813515618,apartments,3,-
813515632,apartments,3,-
813515633,apartments,3,-
813515634,apartments,3,-
813515635,apartments,3,-
813515636,apartments,3,-
813515637,apartments,3,-
813515638,apartments,3,-
813515639,apartments,3,-
813515640,apartments,3,-
813515641,apartments,3,-
813515642,apartments,3,-
813515643,apartments,3,-
813515644,apartments,3,-
813515645,apartments,3,-
813515646,apartments,3,-
813515647,apartments,3,-
813515648,apartments,3,-
813515649,apartments,3,-
813515650,apartments,3,-
813515651,apartments,3,-
813515652,apartments,3,-
813515653,apartments,3,-
813515654,apartments,3,-
813515655,apartments,3,-
813993379,house,1,-
813993382,yes,1,-
813993387,house,1,-
814362593,apartments,3,-
814362594,apartments,3,-
814362595,apartments,3,-
814362596,apartments,3,-
814362597,apartments,3,-
814362598,apartments,3,-
814362599,apartments,3,-
814362600,apartments,3,-
814362601,apartments,3,-
814362602,apartments,3,-
814362603,apartments,3,-
814362604,apartments,3,-
814362605,apartments,3,-
814362606,apartments,3,-
814362607,apartments,3,-
814362608,apartments,3,-
815085532,apartments,3,-
815085533,apartments,3,-
815085534,apartments,3,-
815085535,apartments,3,-
815085536,apartments,3,-
815085537,apartments,3,-
815085538,apartments,3,-
815085539,apartments,3,-
815085540,apartments,3,-
815085541,apartments,3,-
815085546,apartments,3,-
815085547,apartments,3,-
815085548,apartments,3,-
815085549,apartments,3,-
815085550,apartments,3,-
815085551,apartments,3,-
815085552,apartments,3,-
815085553,apartments,3,-
815085554,apartments,3,-
815085555,apartments,3,-
815085556,apartments,3,-
815085557,apartments,3,-
815085558,apartments,3,-
815987866,apartments,4,-
815987867,apartments,4,-
815987868,apartments,4,-
815987869,apartments,4,-
815987870,apartments,4,-
815987871,apartments,5,-
815987872,apartments,5,-
815987873,apartments,5,-
815987874,apartments,5,-
815987875,apartments,5,-
815987876,apartments,5,-
815987877,apartments,5,-
816700325,apartments,5,-
816939713,apartments,10,-
817730572,house,2,-
817730573,house,1,-
817730574,house,2,-
818915691,apartments,6,-
819578498,apartments,8,-
819578499,apartments,8,-
819578500,apartments,8,-
821912383,apartments,9,-
821912384,apartments,9,-
821912385,apartments,9,-
821912386,apartments,9,-
823508114,yes,1,-
823508115,house,1,-
823508116,house,1,-
823508117,house,1,-
828590309,apartments,13,-
828590343,apartments,5,-
828590344,apartments,5,-
828590346,apartments,4,-
828590348,apartments,4,-
828590365,house,1,-
828590366,school,1,-
828590367,school,1,-
828590368,school,2,-
833366496,house,1,-
837460794,yes,1,-
837460816,apartments,4,-
837460817,house,1,-
838366393,apartments,5,-
838366394,apartments,5,-
839429175,house,1,-
839429176,house,1,-
839429177,house,1,-
839429178,house,2,-
839429179,house,1,-
839429180,house,2,-
842259784,apartments,4,-
842259785,apartments,4,-
842259787,apartments,5,-
842259788,apartments,5,-
842259789,apartments,5,-
842259790,apartments,5,-
842259791,apartments,5,-
842259792,apartments,5,-
842259793,apartments,5,-
842259794,apartments,5,-
842259795,apartments,5,-
842259796,apartments,5,-
842259797,apartments,5,-
842259798,apartments,5,-
842259799,apartments,5,-
843662019,apartments,4,-
845165955,house,1,-
845165965,school,1,-
845165966,yes,1,-
845165967,church,1,-
847332430,apartments,3,-
847342383,apartments,5,-
847342384,apartments,5,-
847342385,apartments,5,-
847342386,apartments,5,-
847342387,apartments,5,-
847342388,apartments,5,-
847342389,apartments,5,-
847342390,apartments,5,-
847342391,apartments,5,-
847342392,apartments,5,-
851310478,apartments,4,-
851310484,apartments,5,-
851310487,apartments,14,-
855190836,yes,1,-
857332850,yes,1,-
860865199,house,1,-
860865200,house,1,-
864690344,apartments,23,-
864690345,apartments,17,-
867124798,apartments,19,-
867124799,apartments,19,-
877577559,yes,1,-
881289250,school,3,-
881289251,school,1,-
881289252,school,1,-
881289254,school,1,-
881289255,school,2,-
881289256,school,2,-
881289263,yes,1,-
881289264,house,1,-
881289265,yes,2,-
881289266,yes,2,-
881289267,house,2,-
881289268,house,2,-
881289269,house,2,-
881289270,yes,1,-
881289271,house,2,-
881289272,house,2,-
881289273,yes,2,-
881289274,house,1,-
881289277,house,2,-
881289278,house,1,-
881289279,commercial,1,-
881289280,house,2,-
881289281,house,1,-
881289282,house,1,-
881289284,house,1,-
881289286,house,1,-
881289287,house,1,-
881289288,house,1,-
881289289,house,1,-
881289290,house,1,-
881289291,house,1,-
881289292,house,1,-
881289293,house,1,-
881640702,semidetached_house,2,-
881640703,semidetached_house,2,-
881640704,semidetached_house,2,-
881640705,semidetached_house,2,-
881640706,semidetached_house,2,-
881640707,semidetached_house,2,-
881640708,semidetached_house,2,-
881640709,semidetached_house,2,-
881950150,office,15,-
886691932,house,1,-
886691933,house,1,-
887595817,yes,1,-
888528990,church,1,5
888528991,fire_station,2,-
888994216,house,2,-
888994217,house,2,-
888994218,house,2,-
888994219,house,2,-
888994220,house,2,-
888994221,house,2,-
888994222,house,2,-
888994223,house,2,-
888994224,house,2,-
888994225,house,2,-
888994226,house,2,-
888994227,house,2,-
888994228,house,2,-
888994229,house,2,-
888994230,house,2,-
888994231,house,2,-
888994232,house,2,-
888994233,house,2,-
888994234,house,2,-
888994235,house,2,-
888994236,house,2,-
888994237,house,2,-
888994238,house,2,-
888994239,house,2,-
888994240,house,2,-
888994241,house,2,-
888994242,house,2,-
888994243,house,2,-
888994244,house,2,-
888994245,house,2,-
888994246,house,2,-
888994247,house,2,-
888994248,house,2,-
888994249,house,2,-
888994250,house,2,-
888994251,house,2,-
888994252,house,2,-
888994253,house,2,-
888994254,house,2,-
888994255,house,2,-
888994256,house,2,-
888994257,house,2,-
888994258,house,2,-
888994259,house,2,-
888994260,house,2,-
888994261,house,2,-
888994262,house,2,-
888994263,house,2,-
888994264,house,2,-
888994265,house,2,-
888994266,house,2,-
888994267,house,2,-
888994268,house,2,-
888994269,house,2,-
896025822,office,16,-
896025823,apartments,20,-
897164891,commercial,2,-
897227978,apartments,20,-
897761029,commercial,2,-
897761040,apartments,6,-
897761041,apartments,6,-
897761042,apartments,6,-
897761046,apartments,15,-
897761047,apartments,22,-
897761052,apartments,22,-
900184146,house,1,-
900184147,house,1,-
900184148,house,1,-
902432840,retail,1,-
903824424,roof,1,-
905860793,apartments,21,-
906290447,yes,2,-
908092410,house,1,-
908092411,house,1,-
912197888,house,1,-
912197889,house,1,-
912197890,house,2,-
912197891,house,1,-
912197892,house,1,-
912197893,house,1,-
912197894,house,1,-
912197895,house,1,-
912197896,house,1,-
912197897,house,2,-
912197898,house,1,-
912197899,house,1,-
912197901,house,1,-
912197902,house,1,-
912197903,house,1,-
912197904,house,1,-
912197905,house,1,-
912197906,house,1,-
912197907,house,1,-
913005247,school,3,-
913005248,house,2,-
913005255,house,2,-
913005256,house,1,-
913005258,house,2,-
914019031,house,1,-
914019032,house,1,-
914019033,house,1,-
914019034,house,1,-
914019035,house,1,-
914019036,house,1,-
914019037,house,2,-
914019038,house,2,-
914019039,house,1,-
914019040,house,1,-
914019041,house,1,-
914019042,house,1,-
914019045,house,2,-
914019050,house,1,-
914019051,house,1,-
914019052,house,1,-
914019055,house,1,-
914268837,house,1,-
914268838,house,2,-
914268839,house,1,-
914268840,house,1,-
914268841,house,1,-
914268842,house,1,-
914268843,house,1,-
914268844,house,1,-
914268845,house,1,-
914268846,house,1,-
914268847,house,1,-
914268848,house,1,-
914268849,house,1,-
914268850,house,1,-
914268851,house,2,-
914268852,house,1,-
914268853,house,1,-
914268856,house,1,-
914268857,house,1,-
914414458,house,2,-
914414459,house,2,-
914414461,house,1,-
914414462,house,2,-
914414463,house,2,-
914414464,house,1,-
914414465,house,1,-
914414468,house,2,-
914414469,house,1,-
914414470,house,2,-
914414480,house,1,-
914414481,house,1,-
914414482,house,2,-
914414483,house,1,-
914414484,house,1,-
914414485,house,2,-
914414486,house,1,-
914414487,house,1,-
914414489,house,1,-
914414490,house,2,-
914414491,house,1,-
914414492,house,2,-
914414493,house,2,-
914434861,house,2,-
914434862,house,2,-
914434863,house,2,-
914434864,house,2,-
914434865,house,2,-
914434866,house,2,-
914434867,house,2,-
914434868,house,2,-
914434869,house,2,-
914434870,house,2,-
914434871,house,2,-
914434872,house,2,-
914434873,house,2,-
914434874,house,2,-
914434875,house,2,-
914434876,house,2,-
914434877,house,2,-
914434878,house,2,-
914434879,house,2,-
914434880,house,2,-
914434881,house,2,-
914434882,house,2,-
914434883,house,2,-
914434884,house,2,-
914434885,house,2,-
914434886,house,2,-
914434887,house,2,-
914434888,house,2,-
914434889,house,2,-
914434890,house,2,-
914434891,house,2,-
914434892,house,2,-
914434893,house,2,-
914434894,house,2,-
914434895,house,2,-
914434896,house,2,-
914434897,house,2,-
914434898,house,2,-
914434899,house,2,-
914434900,house,2,-
914434901,house,2,-
914434902,house,2,-
914434903,house,2,-
914434904,house,2,-
914434905,house,2,-
914434906,house,2,-
914434907,house,2,-
914434908,house,2,-
914434909,house,2,-
914434910,house,2,-
914434911,house,2,-
914434912,house,2,-
914434913,house,2,-
914434914,house,2,-
914434915,house,2,-
914434916,house,2,-
914434917,house,2,-
914434918,house,2,-
914434919,house,2,-
914434920,house,2,-
914434921,house,2,-
914434922,house,2,-
914434923,house,2,-
914434924,house,2,-
914434925,house,2,-
914434926,house,2,-
914434927,house,2,-
914434928,house,2,-
914434929,house,2,-
914434930,house,2,-
914434931,house,2,-
914434932,house,2,-
914434933,house,2,-
914434934,house,2,-
914434935,house,2,-
914434936,house,2,-
914434937,house,2,-
914434938,house,2,-
914434939,house,2,-
914434940,house,2,-
914434941,house,2,-
914434942,house,2,-
914434943,house,2,-
914434944,house,2,-
914434945,house,2,-
914434946,house,2,-
914434947,house,2,-
914434948,house,2,-
914434949,house,2,-
914434950,house,2,-
914434951,house,2,-
914434952,house,2,-
914434953,house,2,-
914434954,house,2,-
914434955,house,2,-
914434956,house,2,-
914434957,house,2,-
914434958,house,2,-
914434959,house,2,-
914434960,house,2,-
914434961,house,2,-
914434962,house,2,-
914434963,house,2,-
914434964,house,2,-
914434965,house,2,-
914434966,house,2,-
914434967,house,2,-
914434968,house,2,-
914434969,house,2,-
914434970,house,2,-
914434971,house,2,-
914434972,house,2,-
914434973,house,2,-
914434974,house,2,-
914434975,house,2,-
914434976,house,2,-
914434977,house,2,-
914434978,house,2,-
914434979,house,2,-
914434980,house,2,-
914434981,house,2,-
914434982,house,2,-
914434983,house,2,-
914434984,house,2,-
914434985,house,2,-
914434986,house,2,-
914434987,house,2,-
914434988,house,2,-
914434989,house,2,-
914434990,house,2,-
914434991,house,2,-
914434992,house,2,-
914434993,house,2,-
914434994,house,2,-
914434995,house,2,-
914434996,house,2,-
914434997,house,2,-
914434998,house,2,-
914434999,house,2,-
914435000,house,2,-
914435001,house,2,-
914435002,house,2,-
914435003,house,2,-
914435004,house,2,-
914435005,house,2,-
914435006,house,2,-
914435007,house,2,-
914435008,house,2,-
914435009,house,2,-
914435010,house,2,-
914435011,house,2,-
914435012,house,2,-
914435013,house,2,-
914435014,house,2,-
914435015,house,2,-
914435016,house,2,-
914435017,house,2,-
914435018,house,2,-
914435019,house,2,-
914435020,house,2,-
914435021,house,2,-
914435022,house,2,-
914435023,house,2,-
914435024,house,2,-
914435025,house,2,-
914435026,house,2,-
914435027,house,2,-
914435028,house,2,-
914435030,house,2,-
914435031,house,2,-
914435032,house,2,-
914435033,house,2,-
914435034,house,2,-
914435035,house,2,-
914435036,house,2,-
914435037,house,2,-
914435038,house,2,-
914435039,house,2,-
914435040,house,2,-
914435041,house,2,-
914435042,house,2,-
914435043,house,2,-
914435044,house,2,-
914435045,house,2,-
914435046,house,2,-
914435047,house,2,-
914435048,house,2,-
914435049,house,2,-
914435050,house,2,-
914435051,house,2,-
914435052,house,2,-
914435053,house,2,-
914435054,house,2,-
914435055,house,2,-
914435056,house,2,-
914435057,house,2,-
914435058,house,2,-
914435059,house,2,-
914435060,house,2,-
914435061,house,2,-
914435062,house,2,-
914435063,house,2,-
914435064,house,2,-
914435065,house,2,-
914435066,house,2,-
914435067,house,2,-
914435068,house,2,-
914435069,house,2,-
914435070,house,2,-
914435071,house,2,-
914435072,house,2,-
914435073,house,2,-
914435074,house,2,-
914435075,house,2,-
914435076,house,2,-
914435077,house,2,-
914435078,house,2,-
914435079,house,2,-
914435080,house,2,-
914435081,house,2,-
914435082,house,2,-
914435083,house,2,-
914435084,house,2,-
914435085,house,2,-
914435086,house,2,-
914435087,house,2,-
914435088,house,2,-
914435089,house,2,-
914435090,house,2,-
914435091,house,2,-
914435092,house,2,-
914435093,house,2,-
914435094,house,2,-
914435095,house,2,-
914435096,house,2,-
914435097,house,2,-
914435098,house,2,-
914435099,house,2,-
914435100,house,2,-
914435101,house,2,-
914435102,house,2,-
914435103,house,2,-
914435104,house,2,-
914435105,house,2,-
914435106,house,2,-
914435107,house,2,-
914435108,house,2,-
914435109,house,2,-
914524826,house,2,-
914524831,house,2,-
914524833,house,2,-
914524834,house,2,-
914524835,house,2,-
914524836,house,2,-
914524837,house,2,-
914524838,house,2,-
914524840,house,2,-
914524841,house,2,-
914524842,house,2,-
915480558,yes,1,-
915480559,house,2,-
915480560,house,1,-
915625525,yes,1,-
916521241,house,1,-
916521243,house,1,-
916521244,house,1,-
916521245,house,2,-
916521246,house,1,-
916521247,house,1,-
916521248,house,1,-
916521249,house,2,-
916521250,house,1,-
916521252,house,2,-
916521253,house,2,-
916521254,house,2,-
916521255,house,2,-
916521256,house,2,-
916521257,house,2,-
916521258,house,2,-
916521259,house,2,-
916521260,house,2,-
916521261,house,1,-
916521265,yes,1,-
916521266,house,1,-
916521269,retail,1,-
916521271,house,2,-
916521272,yes,2,-
916521273,house,2,-
916521274,yes,1,-
916521275,house,1,-
916521276,commercial,2,-
916521277,house,2,-
916521278,yes,2,-
916521279,house,1,-
916521280,house,1,-
916521281,house,1,-
916521282,yes,2,-
916521283,house,2,-
916521284,kindergarten,2,-
916785826,house,2,-
916785827,house,2,-
916785828,house,2,-
916785829,house,2,-
916785830,house,2,-
916785831,house,2,-
916785832,house,2,-
916785833,house,2,-
916785834,house,2,-
916785835,house,2,-
916785836,house,2,-
916785837,house,2,-
916785838,house,2,-
916785839,house,2,-
916785840,house,2,-
916785841,house,2,-
916785842,house,2,-
916785843,house,2,-
916785844,house,2,-
916785845,house,2,-
916785846,house,2,-
916785847,house,2,-
916785848,house,2,-
916785849,house,2,-
916785850,house,2,-
916785851,house,2,-
916785852,house,2,-
916785853,house,2,-
916785854,house,2,-
916785855,house,2,-
916785856,house,2,-
916785857,house,2,-
916785858,house,2,-
916785859,house,2,-
916785860,house,2,-
916785861,house,2,-
916785862,house,2,-
916785863,house,2,-
916785864,house,2,-
916785865,house,2,-
916785866,house,2,-
916785867,house,2,-
916785868,house,2,-
916785869,house,2,-
916785870,house,2,-
916785871,house,2,-
916785872,house,2,-
916785873,house,2,-
916785874,house,2,-
916785875,house,2,-
916785876,house,2,-
916785877,house,2,-
916785878,house,2,-
916785879,house,2,-
916785880,house,2,-
916785881,house,2,-
916785882,house,2,-
916785883,house,2,-
916785884,house,2,-
916785885,house,2,-
916785886,house,2,-
916785887,house,2,-
916785888,house,2,-
916785889,house,2,-
916785890,house,2,-
916785891,house,2,-
916785892,house,2,-
916785893,house,2,-
916785894,house,2,-
916785895,house,2,-
916785896,house,2,-
916785897,house,2,-
916785898,house,2,-
916785899,house,2,-
916785900,house,2,-
916785901,house,2,-
916785902,house,2,-
916785903,house,2,-
916785904,house,2,-
916785905,house,2,-
916785906,house,2,-
916785907,house,2,-
916785908,house,2,-
916785909,house,2,-
916785910,house,2,-
916785911,house,2,-
916785912,house,2,-
916785913,house,2,-
916785914,house,2,-
916785915,house,2,-
916785916,house,2,-
916785917,house,2,-
916785918,house,2,-
916785919,house,2,-
916785920,house,2,-
916785921,house,2,-
916785922,house,2,-
916785923,house,2,-
916785924,house,2,-
916785925,house,2,-
916785926,house,2,-
916785927,house,2,-
916785928,house,2,-
916785929,house,1,-
916785930,house,1,-
916785931,house,1,-
916785932,house,1,-
916785933,house,1,-
916785934,house,1,-
916785935,house,1,-
916785936,house,2,-
916785937,house,2,-
916785938,house,2,-
916785941,house,2,-
916785942,house,2,-
916785952,house,2,-
916785953,house,2,-
916785954,house,2,-
916785955,house,2,-
916785956,house,2,-
916785957,house,2,-
916785958,house,2,-
916785959,house,2,-
916785960,house,2,-
916785961,house,2,-
916785962,house,2,-
916785963,house,2,-
916785964,house,2,-
916785965,house,2,-
916785966,house,2,-
916785967,house,2,-
916785968,house,2,-
916785969,house,2,-
916785970,house,2,-
916785971,house,2,-
916785972,house,2,-
916785973,house,2,-
916785974,house,2,-
916785975,house,2,-
916785976,house,2,-
916785977,house,2,-
916785978,house,2,-
916785979,house,2,-
916785980,house,2,-
916785981,house,2,-
916785982,house,2,-
916785983,house,2,-
916785984,house,2,-
916785985,house,2,-
916785986,house,2,-
916785987,house,2,-
916785988,house,2,-
916785989,house,2,-
916785990,house,2,-
916785991,house,2,-
916785992,house,2,-
916785993,house,2,-
916785994,house,2,-
